lr-AdamW,step,train_softmargin,train_sigmoidalfocal,train_precision,train_recall,train_acc,train_precision2,train_recall2,train_acc2,train_acc_mi,train_acc2_mi,train_acc_ma,train_acc2_ma,train_loss_s,epoch,val_softmargin,val_sigmoidalfocal,L1,val_loss_s,val_loss,val_acc,val_recall,val_precision,val_acc2,val_recall2,val_precision2,val_acc_mi,val_acc2_mi,val_acc_ma,val_acc2_ma,hp_metric
1e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0708481947540813e-06,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49,0.7722686529159546,0.2732231616973877,0.24846452474594116,0.2467447817325592,0.2467447817325592,0.2597493529319763,0.5159505605697632,0.5159505605697632,0.2467447966337204,0.5159505009651184,0.24776682257652283,0.516880989074707,2.5115249156951904,0,,,,,,,,,,,,,,,,
1.2891354114236294e-06,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,0.7735838890075684,0.27455031871795654,0.25416019558906555,0.2555338442325592,0.2555338442325592,0.2454887479543686,0.4915364384651184,0.4915364384651184,0.2555338442325592,0.4915364682674408,0.25631844997406006,0.492492139339447,2.5241804122924805,0,,,,,,,,,,,,,,,,
1.6546757369961176e-06,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,0.7711504697799683,0.2719554603099823,0.2527156472206116,0.2526041865348816,0.2526041865348816,0.25409334897994995,0.5071614980697632,0.5071614980697632,0.2526041567325592,0.5071614384651184,0.25278812646865845,0.507333517074585,2.398545503616333,0,,,,,,,,,,,,,,,,
2.1671084273023994e-06,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,199,0.7719805240631104,0.27284371852874756,0.25746041536331177,0.2574869692325592,0.2574869692325592,0.24982696771621704,0.4993489384651184,0.4993489384651184,0.2574869692325592,0.4993489682674408,0.2579691410064697,0.49958106875419617,2.384059429168701,0,,,,,,,,,,,,,,,,
,226,,,,,,,,,,,,,,0,0.7621034979820251,0.2617259919643402,34.046810150146484,1.399430513381958,1.399430513381958,0.28388142585754395,0.28388142585754395,0.2825568616390228,0.5417457222938538,0.5417457222938538,0.2709316313266754,0.28388142585754395,0.5417457222938538,0.2837664783000946,0.5416558384895325,0.28388142585754395
2.8259277731439145e-06,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,249,0.771176815032959,0.27196210622787476,0.257143497467041,0.2571614384651184,0.2571614384651184,0.2545640170574188,0.5087890625,0.5087890625,0.2571614682674408,0.5087890625,0.2572683095932007,0.5088966488838196,2.357779026031494,0,,,,,,,,,,,,,,,,
3.630483599366526e-06,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,0.7712873220443726,0.2720239758491516,0.2526596188545227,0.2509765625,0.2509765625,0.2492835819721222,0.4973958730697632,0.4973958730697632,0.2509765625,0.4973958432674408,0.25094422698020935,0.49808505177497864,2.2830183506011963,0,,,,,,,,,,,,,,,,
4.579981906504957e-06,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,349,0.7700380682945251,0.27068495750427246,0.2581317126750946,0.2578125,0.2578125,0.25884151458740234,0.5179036259651184,0.5179036259651184,0.2578125,0.5179036259651184,0.257966011762619,0.5182695984840393,2.193855047225952,0,,,,,,,,,,,,,,,,
5.673485654364405e-06,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,399,0.767615556716919,0.26810136437416077,0.2729324400424957,0.2708333134651184,0.2708333134651184,0.26095250248908997,0.5205078125,0.5205078125,0.2708333432674408,0.5205078125,0.2707940340042114,0.5210754871368408,2.079113721847534,0,,,,,,,,,,,,,,,,
6.909915686766e-06,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,449,0.7662309408187866,0.2666187286376953,0.27365222573280334,0.2737630009651184,0.2737630009651184,0.2674187421798706,0.5348307490348816,0.5348307490348816,0.2737630307674408,0.5348307490348816,0.2735152840614319,0.5346081852912903,1.9864485263824463,0,,,,,,,,,,,,,,,,
,453,,,,,,,,,,,,,,0,0.7593961358070374,0.2589375376701355,34.05517578125,1.3536779880523682,1.3536779880523682,0.3563814163208008,0.3563814163208008,0.35164156556129456,0.6077243089675903,0.6077243089675903,0.3055601418018341,0.3563814163208008,0.6077243089675903,0.35632121562957764,0.6076617240905762,0.3563814163208008
8.2880517965438e-06,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,499,0.7647320628166199,0.2650122344493866,0.2741802930831909,0.2744140625,0.2744140625,0.2684824466705322,0.5367838740348816,0.5367838740348816,0.2744140625,0.5367838740348816,0.27440404891967773,0.5369547605514526,1.8871760368347168,0,,,,,,,,,,,,,,,,
9.806533929741839e-06,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,549,0.7659568190574646,0.266213059425354,0.2628777325153351,0.2630208134651184,0.2630208134651184,0.26242920756340027,0.5247395634651184,0.5247395634651184,0.2630208432674408,0.5247395634651184,0.2633417844772339,0.5248677730560303,1.8483420610427856,0,,,,,,,,,,,,,,,,
1.1463863527823197e-05,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,599,0.7642687559127808,0.2644086182117462,0.26790469884872437,0.2669270634651184,0.2669270634651184,0.27292460203170776,0.544921875,0.544921875,0.2669270932674408,0.544921875,0.26691702008247375,0.5447913408279419,1.7437167167663574,0,,,,,,,,,,,,,,,,
1.325840500656642e-05,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,649,0.7609642744064331,0.26093313097953796,0.29549503326416016,0.2945963740348816,0.2945963740348816,0.27669352293014526,0.5520833134651184,0.5520833134651184,0.2945963442325592,0.5520833134651184,0.2946626543998718,0.5521392822265625,1.6370148658752441,0,,,,,,,,,,,,,,,,
,680,,,,,,,,,,,,,,0,0.7569889426231384,0.25647780299186707,34.07157897949219,1.3197448253631592,1.3197448253631592,0.41756999492645264,0.41756999492645264,0.4090796411037445,0.6654128432273865,0.6654128432273865,0.3345473110675812,0.41756999492645264,0.6654128432273865,0.4172595143318176,0.6652650833129883,0.41756999492645264
1.51883873701896e-05,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,699,0.7619909048080444,0.26193100214004517,0.28683236241340637,0.2874348759651184,0.2874348759651184,0.273041695356369,0.5452473759651184,0.5452473759651184,0.2874349057674408,0.5452473759651184,0.2877027988433838,0.5451148748397827,1.616380214691162,0,,,,,,,,,,,,,,,,
1.7251905959109433e-05,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,749,0.7618253231048584,0.2617107033729553,0.2887412905693054,0.2867838442325592,0.2867838442325592,0.2730056047439575,0.5432942509651184,0.5432942509651184,0.2867838442325592,0.5432942509651184,0.2869179844856262,0.5438724756240845,1.5763651132583618,0,,,,,,,,,,,,,,,,
1.9446924329610258e-05,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,799,0.7600446939468384,0.2598395049571991,0.3116764426231384,0.3121744990348816,0.3121744990348816,0.27386343479156494,0.5462239384651184,0.5462239384651184,0.3121744692325592,0.5462239384651184,0.3126455843448639,0.546558678150177,1.5263339281082153,0,,,,,,,,,,,,,,,,
2.1771276263568193e-05,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,849,0.7578058242797852,0.2575165033340454,0.3265930414199829,0.3255208134651184,0.3255208134651184,0.2973969578742981,0.5901693105697632,0.5901693105697632,0.3255208432674408,0.5901692509651184,0.32436633110046387,0.5892190933227539,1.4602551460266113,0,,,,,,,,,,,,,,,,
2.4222667906246846e-05,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,899,0.7566043734550476,0.25626668334007263,0.32630860805511475,0.3287760317325592,0.3287760317325592,0.2957543134689331,0.5895181894302368,0.5895181894302368,0.3287760317325592,0.5895182490348816,0.3285585641860962,0.5894335508346558,1.4317348003387451,0,,,,,,,,,,,,,,,,
,907,,,,,,,,,,,,,,0,0.7552472352981567,0.25471457839012146,34.0909423828125,1.3017994165420532,1.3017994165420532,0.44125285744667053,0.44125285744667053,0.4371638894081116,0.6934814453125,0.6934814453125,0.3483103811740875,0.44125285744667053,0.6934814453125,0.4415203630924225,0.6935497522354126,0.44125285744667053
2.6798680030054955e-05,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,949,0.7561173439025879,0.25575965642929077,0.33948585391044617,0.3414713442325592,0.3414713442325592,0.30529260635375977,0.6044921875,0.6044921875,0.3414713442325592,0.6044921875,0.33974117040634155,0.6024925708770752,1.4104666709899902,0,,,,,,,,,,,,,,,,
2.9496770422032045e-05,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,999,0.7548286318778992,0.2544410228729248,0.33970415592193604,0.3434244990348816,0.3434244990348816,0.31217363476753235,0.62109375,0.62109375,0.3434244692325592,0.62109375,0.3422653079032898,0.6195629835128784,1.3872352838516235,0,,,,,,,,,,,,,,,,
3.231427639270565e-05,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1049,0.754637598991394,0.2542416453361511,0.34327077865600586,0.34765625,0.34765625,0.3096853494644165,0.6155599355697632,0.6155599355697632,0.34765625,0.6155598759651184,0.34684306383132935,0.615041971206665,1.3820801973342896,0,,,,,,,,,,,,,,,,
3.524841740384432e-05,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1099,0.7526028156280518,0.25218284130096436,0.36335402727127075,0.3688151240348816,0.3688151240348816,0.31676340103149414,0.626953125,0.626953125,0.3688150942325592,0.626953125,0.3686787784099579,0.6267008781433105,1.3491528034210205,0,,,,,,,,,,,,,,,,
,1134,,,,,,,,,,,,,,0,0.7517336010932922,0.25121626257896423,34.10821533203125,1.2861179113388062,1.2861179113388062,0.4345528483390808,0.4345528483390808,0.44289129972457886,0.6975342631340027,0.6975342631340027,0.3495469093322754,0.4345528483390808,0.6975342631340027,0.43453213572502136,0.697554886341095,0.4345528483390808
3.829629781251321e-05,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1149,0.75209641456604,0.2516757547855377,0.36461856961250305,0.3723958432674408,0.3723958432674408,0.3235277235507965,0.6416015625,0.6416015625,0.3723958432674408,0.6416015625,0.3755055069923401,0.644055962562561,1.338491439819336,0,,,,,,,,,,,,,,,,
4.145490972872402e-05,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1199,0.7512524127960205,0.25082486867904663,0.381960928440094,0.3880208432674408,0.3880208432674408,0.32709553837776184,0.64453125,0.64453125,0.3880208432674408,0.64453125,0.38858920335769653,0.6448748707771301,1.3389874696731567,0,,,,,,,,,,,,,,,,
4.472113598385928e-05,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1249,0.7501430511474609,0.24971705675125122,0.3768686056137085,0.3857421875,0.3857421875,0.32939234375953674,0.6477864384651184,0.6477864384651184,0.3857421875,0.6477864384651184,0.3853117823600769,0.647333562374115,1.3156096935272217,0,,,,,,,,,,,,,,,,
4.809175320694145e-05,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1299,0.7488702535629272,0.24843625724315643,0.38977736234664917,0.3971354365348816,0.3971354365348816,0.33562570810317993,0.6588541269302368,0.6588541269302368,0.3971354067325592,0.6588541865348816,0.3980371356010437,0.6597045063972473,1.3046320676803589,0,,,,,,,,,,,,,,,,
5.1563435005710904e-05,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1349,0.7485789060592651,0.2481454610824585,0.39701059460639954,0.4078776240348816,0.4078776240348816,0.34132617712020874,0.66796875,0.66796875,0.4078775942325592,0.66796875,0.40439698100090027,0.6652522087097168,1.2981940507888794,0,,,,,,,,,,,,,,,,
,1361,,,,,,,,,,,,,,0,0.7482268214225769,0.24776910245418549,34.12125015258789,1.278221845626831,1.278221845626831,0.42690715193748474,0.42690715193748474,0.4434308111667633,0.6967828273773193,0.6967828273773193,0.34957024455070496,0.42690715193748474,0.6967828273773193,0.426952600479126,0.696830689907074,0.42690715193748474
5.513275524937346e-05,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1399,0.7477802634239197,0.24735121428966522,0.41211560368537903,0.4208984375,0.4208984375,0.34529033303260803,0.669921875,0.669921875,0.4208984375,0.669921875,0.41702958941459656,0.6683413982391357,1.294198751449585,0,,,,,,,,,,,,,,,,
5.8796191449777903e-05,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1449,0.7472612261772156,0.2468300759792328,0.4193391501903534,0.4280599057674408,0.4280599057674408,0.34588801860809326,0.6793619394302368,0.6793619394302368,0.4280599057674408,0.6793619990348816,0.43060559034347534,0.6804376840591431,1.286314606666565,0,,,,,,,,,,,,,,,,
6.255012823768644e-05,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1499,0.7464010119438171,0.24598298966884613,0.4158264994621277,0.427734375,0.427734375,0.3536115288734436,0.6940104365348816,0.6940104365348816,0.427734375,0.6940104365348816,0.4298664331436157,0.6949148774147034,1.2761483192443848,0,,,,,,,,,,,,,,,,
6.639086093070764e-05,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1549,0.7453866004943848,0.24497823417186737,0.43798232078552246,0.44921875,0.44921875,0.35664767026901245,0.697265625,0.697265625,0.44921875,0.697265625,0.447649210691452,0.6960115432739258,1.269028663635254,0,,,,,,,,,,,,,,,,
,1588,,,,,,,,,,,,,,0,0.7458245158195496,0.24544933438301086,34.1293830871582,1.283197283744812,1.283197283744812,0.42137715220451355,0.42137715220451355,0.44752737879753113,0.6912400126457214,0.6912400126457214,0.34957581758499146,0.42137715220451355,0.6912400126457214,0.4210376441478729,0.691069483757019,0.42137715220451355
7.031459918937087e-05,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1599,0.7442383766174316,0.24383310973644257,0.44554266333580017,0.4544270932674408,0.4544270932674408,0.36268043518066406,0.6982421875,0.6982421875,0.4544270932674408,0.6982421875,0.4495140314102173,0.6967226266860962,1.2563624382019043,0,,,,,,,,,,,,,,,,
7.431747075773341e-05,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1649,0.7435164451599121,0.2431269735097885,0.4437212646007538,0.4537760615348816,0.4537760615348816,0.3638142943382263,0.7093099355697632,0.7093099355697632,0.4537760317325592,0.7093098759651184,0.45432472229003906,0.709892213344574,1.2515259981155396,0,,,,,,,,,,,,,,,,
7.839552528482986e-05,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1699,0.7443119883537292,0.24392685294151306,0.4285375475883484,0.4407552182674408,0.4407552182674408,0.35937967896461487,0.7037760019302368,0.7037760019302368,0.4407552182674408,0.7037760615348816,0.4426877498626709,0.7035856246948242,1.2600213289260864,0,,,,,,,,,,,,,,,,
8.254473822319143e-05,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1749,0.7424084544181824,0.2420293539762497,0.460440456867218,0.4700520932674408,0.4700520932674408,0.3732125461101532,0.7171223759651184,0.7171223759651184,0.4700520932674408,0.7171223759651184,0.4680006802082062,0.7170237302780151,1.2382769584655762,0,,,,,,,,,,,,,,,,
8.676101480058852e-05,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1799,0.7425189018249512,0.24214854836463928,0.4406437873840332,0.4514974057674408,0.4514974057674408,0.37130454182624817,0.7145182490348816,0.7145182490348816,0.4514974057674408,0.7145182490348816,0.4478496015071869,0.7138441801071167,1.2406865358352661,0,,,,,,,,,,,,,,,,
,1815,,,,,,,,,,,,,,0,0.7443762421607971,0.24404555559158325,34.131935119628906,1.2819862365722656,1.2819862365722656,0.4240800142288208,0.4240800142288208,0.4506983160972595,0.6916971206665039,0.6916971206665039,0.3508002758026123,0.4240800142288208,0.6916971206665039,0.42426732182502747,0.6918119788169861,0.4240800142288208
9.10401940610765e-05,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1849,0.7430173754692078,0.24265724420547485,0.4382475018501282,0.4482421875,0.4482421875,0.36418992280960083,0.7141927480697632,0.7141927480697632,0.4482421875,0.7141926884651184,0.4529648721218109,0.7165493369102478,1.253051996231079,0,,,,,,,,,,,,,,,,
9.537805297135683e-05,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1899,0.7411515116691589,0.24078795313835144,0.4652990698814392,0.4729817509651184,0.4729817509651184,0.3737965524196625,0.7220051288604736,0.7220051288604736,0.4729817807674408,0.7220051884651184,0.4723835289478302,0.7216731309890747,1.224806308746338,0,,,,,,,,,,,,,,,,
9.977031058840114e-05,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1949,0.7413823008537292,0.24102947115898132,0.45467233657836914,0.4654948115348816,0.4654948115348816,0.3740959167480469,0.7288411855697632,0.7288411855697632,0.4654947817325592,0.7288411259651184,0.4655865430831909,0.7286255359649658,1.2339144945144653,0,,,,,,,,,,,,,,,,
0.00010421263228422508,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1999,0.7398912310600281,0.2395685911178589,0.4691726863384247,0.4788411259651184,0.4788411259651184,0.37783896923065186,0.7291666269302368,0.7291666269302368,0.4788411557674408,0.7291666865348816,0.47631779313087463,0.7295759320259094,1.221235752105713,0,,,,,,,,,,,,,,,,
,2042,,,,,,,,,,,,,,0,0.7427780628204346,0.24251142144203186,34.13176727294922,1.2832589149475098,1.2832589149475098,0.42797571420669556,0.42797571420669556,0.45628637075424194,0.695702850818634,0.695702850818634,0.3529329299926758,0.42797571420669556,0.695702850818634,0.42724817991256714,0.6953576803207397,0.42797571420669556
0.00010870063402364284,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2049,0.738612174987793,0.2383236140012741,0.4723564684391022,0.482421875,0.482421875,0.3823685050010681,0.7454427480697632,0.7454427480697632,0.482421875,0.7454426884651184,0.4840761423110962,0.7454227209091187,1.2093846797943115,0,,,,,,,,,,,,,,,,
0.00011322988669078062,2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2099,0.7391233444213867,0.2388271540403366,0.46818122267723083,0.4781900942325592,0.4781900942325592,0.3774699568748474,0.7337239384651184,0.7337239384651184,0.4781900942325592,0.7337239384651184,0.4785623848438263,0.7334128022193909,1.2213417291641235,0,,,,,,,,,,,,,,,,
0.00011779592046007935,2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2149,0.7390968203544617,0.2387857437133789,0.4797913730144501,0.4879557192325592,0.4879557192325592,0.38321614265441895,0.7454426884651184,0.7454426884651184,0.4879557192325592,0.7454426884651184,0.4895411729812622,0.7463555335998535,1.2093250751495361,0,,,,,,,,,,,,,,,,
0.00012239422920747256,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2199,0.7388211488723755,0.23853842914104462,0.4648509621620178,0.4752604067325592,0.4752604067325592,0.38335394859313965,0.7353515625,0.7353515625,0.4752604067325592,0.7353515625,0.47256654500961304,0.7340459227561951,1.2181241512298584,0,,,,,,,,,,,,,,,,
0.0001270202749573872,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2249,0.7375221252441406,0.23725780844688416,0.48016589879989624,0.490234375,0.490234375,0.38392311334609985,0.7444661259651184,0.7444661259651184,0.490234375,0.7444661259651184,0.4911879897117615,0.7454167008399963,1.195989966392517,0,,,,,,,,,,,,,,,,
,2269,,,,,,,,,,,,,,0,0.741824746131897,0.24160943925380707,34.1331787109375,1.2878128290176392,1.2878128290176392,0.42845284938812256,0.42845284938812256,0.45783451199531555,0.7004742622375488,0.7004742622375488,0.35340896248817444,0.42845284938812256,0.7004742622375488,0.42840367555618286,0.7004860043525696,0.42845284938812256
0.00013166949236117733,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2299,0.7393910884857178,0.23910312354564667,0.4646930992603302,0.4759114384651184,0.4759114384651184,0.3805360794067383,0.7373046875,0.7373046875,0.4759114682674408,0.7373046875,0.4757639765739441,0.7381142377853394,1.2281389236450195,0,,,,,,,,,,,,,,,,
0.00013633729320257224,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2349,0.7356913089752197,0.23549483716487885,0.48725220561027527,0.4973958730697632,0.4973958730697632,0.39775532484054565,0.7672526240348816,0.7672526240348816,0.4973958432674408,0.7672526240348816,0.49505627155303955,0.7666998505592346,1.1870037317276,0,,,,,,,,,,,,,,,,
0.00014101907092569187,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2399,0.7350581884384155,0.2348785400390625,0.520876407623291,0.5244140625,0.5244140625,0.38986271619796753,0.7571614980697632,0.7571614980697632,0.5244140625,0.7571614384651184,0.5257673263549805,0.7566168308258057,1.1839042901992798,0,,,,,,,,,,,,,,,,
0.0001457102051811614,2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2449,0.7360668182373047,0.2358512580394745,0.4969107508659363,0.5052083134651184,0.5052083134651184,0.38698285818099976,0.7496744990348816,0.7496744990348816,0.5052083134651184,0.7496744990348816,0.5056942701339722,0.7499127388000488,1.1944773197174072,0,,,,,,,,,,,,,,,,
,2496,,,,,,,,,,,,,,0,0.7404943108558655,0.2402956187725067,34.1354866027832,1.2734006643295288,1.2734006643295288,0.4399442970752716,0.4399442970752716,0.46274039149284363,0.70768141746521,0.70768141746521,0.3542781174182892,0.4399442970752716,0.70768141746521,0.4399229884147644,0.7076483368873596,0.4399442970752716
0.0001504060663858382,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2499,0.7335566282272339,0.23342423141002655,0.5152961611747742,0.5240885019302368,0.5240885019302368,0.40165889263153076,0.7783203125,0.7783203125,0.5240885615348816,0.7783203125,0.5245522260665894,0.7782778739929199,1.1719892024993896,0,,,,,,,,,,,,,,,,
0.00015510202029165145,2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2549,0.7337967753410339,0.23365716636180878,0.5017258524894714,0.51171875,0.51171875,0.3932144045829773,0.7626953125,0.7626953125,0.51171875,0.7626953125,0.5133926868438721,0.7630971670150757,1.175656795501709,0,,,,,,,,,,,,,,,,
0.0001597934325590455,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2599,0.7339600920677185,0.23382443189620972,0.4989234209060669,0.5087890625,0.5087890625,0.39080679416656494,0.7623698115348816,0.7623698115348816,0.5087890625,0.7623698115348816,0.513014554977417,0.7623559832572937,1.1745007038116455,0,,,,,,,,,,,,,,,,
0.00016447567333051347,2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2649,0.7326516509056091,0.23254792392253876,0.5230890512466431,0.5296223759651184,0.5296223759651184,0.4053465723991394,0.7740885615348816,0.7740885615348816,0.5296223759651184,0.7740885615348816,0.5253063440322876,0.7750740051269531,1.1659376621246338,0,,,,,,,,,,,,,,,,
0.00016914412179970772,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2699,0.7329915761947632,0.23289304971694946,0.5131751894950867,0.5198567509651184,0.5198567509651184,0.3938477039337158,0.76171875,0.76171875,0.5198567509651184,0.76171875,0.5206012725830078,0.7623143196105957,1.1709012985229492,0,,,,,,,,,,,,,,,,
,2723,,,,,,,,,,,,,,0,0.7395110726356506,0.23938295245170593,34.13813781738281,1.2838236093521118,1.2838236093521118,0.4391814172267914,0.4391814172267914,0.4621177613735199,0.7103371620178223,0.7103371620178223,0.3566388189792633,0.4391814172267914,0.7103371620178223,0.4390181303024292,0.7102303504943848,0.4391814172267914
0.00017379417077161772,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2749,0.7316438555717468,0.23159649968147278,0.5256802439689636,0.5335286259651184,0.5335286259651184,0.4046187400817871,0.7757161855697632,0.7757161855697632,0.5335286259651184,0.7757161259651184,0.5284920334815979,0.7746853828430176,1.1601879596710205,0,,,,,,,,,,,,,,,,
