lr-AdamW,step,val_softmargin,val_sigmoidalfocal,L1,val_loss_s,val_loss,val_acc,val_recall,val_precision,val_acc2,val_recall2,val_precision2,val_acc_mi,val_acc2_mi,val_acc_ma,val_acc2_ma,hp_metric,epoch,train_softmargin,train_sigmoidalfocal,train_precision,train_recall,train_acc,train_precision2,train_recall2,train_acc2,train_acc_mi,train_acc2_mi,train_acc_ma,train_acc2_ma,train_loss_s
1e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,0.767534077167511,0.26599931716918945,34.0124626159668,1.515867829322815,1.515867829322815,0.23251429200172424,0.23251429200172424,0.2526317834854126,0.4757428467273712,0.4757428467273712,0.26699742674827576,0.23251429200172424,0.4757428467273712,0.2341935783624649,0.47903871536254883,0.23251429200172424,0,,,,,,,,,,,,,
1.4736640177705982e-06,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49,,,,,,,,,,,,,,,,,0,0.7732057571411133,0.2729417085647583,0.24941721558570862,0.2392578125,0.2392578125,0.2404174655675888,0.4697265625,0.4697265625,0.2392578125,0.4697265625,0.24184346199035645,0.474059522151947,2.380409002304077
,67,0.7666712403297424,0.26520344614982605,34.01290512084961,1.488951325416565,1.488951325416565,0.2338571399450302,0.2338571399450302,0.2622062563896179,0.4844571352005005,0.4844571352005005,0.2620433568954468,0.2338571399450302,0.4844571352005005,0.2332022339105606,0.4836062490940094,0.2338571399450302,0,,,,,,,,,,,,,
2.9330491218589815e-06,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,0,0.774917483329773,0.27449020743370056,0.23865686357021332,0.2392578125,0.2392578125,0.23995092511177063,0.4794921875,0.4794921875,0.2392578125,0.4794921875,0.23893600702285767,0.47953110933303833,2.338597059249878
,101,0.7656253576278687,0.2642638683319092,34.01358413696289,1.4618992805480957,1.4618992805480957,0.24077142775058746,0.24077142775058746,0.2742869257926941,0.498285710811615,0.498285710811615,0.26924678683280945,0.24077142775058746,0.498285710811615,0.2412017285823822,0.4988286793231964,0.24077142775058746,0,,,,,,,,,,,,,
,135,0.7647510766983032,0.26351216435432434,34.01458740234375,1.4400644302368164,1.4400644302368164,0.25125715136528015,0.25125715136528015,0.2791593372821808,0.5101714134216309,0.5101714134216309,0.2695171535015106,0.25125715136528015,0.5101714134216309,0.2507784366607666,0.5098146796226501,0.25125715136528015,0,,,,,,,,,,,,,
5.376912368746621e-06,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,,,,,,,,,,,,,,,,,0,0.7711002826690674,0.27105939388275146,0.25032302737236023,0.25,0.25,0.2609660029411316,0.521484375,0.521484375,0.25,0.521484375,0.2506123185157776,0.5212701559066772,2.196582555770874
,169,0.7639386057853699,0.26278868317604065,34.01593780517578,1.4247968196868896,1.4247968196868896,0.2574285566806793,0.2574285566806793,0.27746111154556274,0.5185714364051819,0.5185714364051819,0.2682103216648102,0.2574285566806793,0.5185714364051819,0.2573143541812897,0.5184085369110107,0.2574285566806793,0,,,,,,,,,,,,,
8.802841960459856e-06,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,199,,,,,,,,,,,,,,,,,0,0.7713627815246582,0.2711452841758728,0.25359660387039185,0.2548828125,0.2548828125,0.24543516337871552,0.490234375,0.490234375,0.2548828125,0.490234375,0.25390225648880005,0.4896821975708008,2.1301138401031494
,203,0.7634602785110474,0.26238104701042175,34.01788330078125,1.4162054061889648,1.4162054061889648,0.2632000148296356,0.2632000148296356,0.27877599000930786,0.5275142788887024,0.5275142788887024,0.2723647356033325,0.2632000148296356,0.5275142788887024,0.2636401653289795,0.5278379917144775,0.2632000148296356,0,,,,,,,,,,,,,
