lr-AdamW,step,val_softmargin,val_sigmoidalfocal,L1,val_loss_s,val_loss,val_acc,val_recall,val_precision,val_acc2,val_recall2,val_precision2,val_acc_mi,val_acc2_mi,val_acc_ma,val_acc2_ma,hp_metric,epoch,train_softmargin,train_sigmoidalfocal,train_precision,train_recall,train_acc,train_precision2,train_recall2,train_acc2,train_acc_mi,train_acc2_mi,train_acc_ma,train_acc2_ma,train_loss_s
1e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,0.7656723260879517,0.264504611492157,67.99466705322266,1.457864761352539,1.457864761352539,0.22111429274082184,0.22111429274082184,0.23325736820697784,0.4821428656578064,0.4821428656578064,0.2449186146259308,0.22111429274082184,0.4821428656578064,0.22135886549949646,0.48246875405311584,0.22111429274082184,0,,,,,,,,,,,,,
1.1182382915795542e-06,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49,,,,,,,,,,,,,,,,,0,0.7720012664794922,0.27226418256759644,0.24786174297332764,0.248046875,0.248046875,0.24387715756893158,0.486328125,0.486328125,0.248046875,0.486328125,0.24623286724090576,0.48434609174728394,2.409994602203369
,67,0.765411376953125,0.26427799463272095,67.99517822265625,1.4515544176101685,1.4515544176101685,0.22468571364879608,0.22468571364879608,0.2361728847026825,0.48660001158714294,0.48660001158714294,0.2469767928123474,0.22468571364879608,0.48660001158714294,0.2244884967803955,0.4861201345920563,0.22468571364879608,0,,,,,,,,,,,,,
1.4825370244160239e-06,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,0,0.7725334763526917,0.2726586163043976,0.24229541420936584,0.2431640625,0.2431640625,0.25225141644477844,0.5029296875,0.5029296875,0.2431640625,0.5029296875,0.24349582195281982,0.5025588274002075,2.412351369857788
,101,0.7653167247772217,0.2641852796077728,67.99590301513672,1.4489561319351196,1.4489561319351196,0.22045713663101196,0.22045713663101196,0.2325562983751297,0.4837142825126648,0.4837142825126648,0.24646171927452087,0.22045713663101196,0.4837142825126648,0.22023752331733704,0.4834206998348236,0.22045713663101196,0,,,,,,,,,,,,,
,135,0.765167772769928,0.26403141021728516,67.99677276611328,1.444900393486023,1.444900393486023,0.2248571366071701,0.2248571366071701,0.2352980673313141,0.4876571297645569,0.4876571297645569,0.2479318082332611,0.2248571366071701,0.4876571297645569,0.22484080493450165,0.4877087473869324,0.2248571366071701,0,,,,,,,,,,,,,
2.092585928966765e-06,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,,,,,,,,,,,,,,,,,0,0.7759397625923157,0.2756762206554413,0.23106542229652405,0.228515625,0.228515625,0.24174794554710388,0.478515625,0.478515625,0.228515625,0.478515625,0.227757528424263,0.4788439869880676,2.484781503677368
,169,0.7648743987083435,0.2638002634048462,67.99793243408203,1.439918041229248,1.439918041229248,0.22220000624656677,0.22220000624656677,0.2322802096605301,0.4909999966621399,0.4909999966621399,0.2505824565887451,0.22220000624656677,0.4909999966621399,0.22257614135742188,0.49094340205192566,0.22220000624656677,0,,,,,,,,,,,,,
2.9477829606150416e-06,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,199,,,,,,,,,,,,,,,,,0,0.7706962823867798,0.2709375023841858,0.253866970539093,0.2548828125,0.2548828125,0.24961251020431519,0.4990234375,0.4990234375,0.2548828125,0.4990234375,0.256065309047699,0.499115526676178,2.3358652591705322
,203,0.7647945880889893,0.26372337341308594,67.9993896484375,1.4382011890411377,1.4382011890411377,0.22131428122520447,0.22131428122520447,0.2312803566455841,0.4903428554534912,0.4903428554534912,0.24980328977108002,0.22131428122520447,0.4903428554534912,0.22111788392066956,0.49009090662002563,0.22131428122520447,0,,,,,,,,,,,,,
,237,0.7646442651748657,0.2635864019393921,68.00117492675781,1.4339044094085693,1.4339044094085693,0.2249428629875183,0.2249428629875183,0.2331494390964508,0.4918285608291626,0.4918285608291626,0.2503618597984314,0.2249428629875183,0.4918285608291626,0.2250124216079712,0.4916888475418091,0.2249428629875183,0,,,,,,,,,,,,,
4.047284143139844e-06,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
