lr-AdamW,step,train_softmargin,train_sigmoidalfocal,train_precision,train_recall,train_acc,train_precision2,train_recall2,train_acc2,train_acc_mi,train_acc2_mi,train_acc_ma,train_acc2_ma,train_loss_s,epoch,val_softmargin,val_sigmoidalfocal,L1,val_loss_s,val_loss,val_acc,val_recall,val_precision,val_acc2,val_recall2,val_precision2,val_acc_mi,val_acc2_mi,val_acc_ma,val_acc2_ma,hp_metric
1e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.023458097928609e-06,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49,0.7725682258605957,0.2733116149902344,0.24839931726455688,0.2464192658662796,0.2464192658662796,0.2461155652999878,0.4912109076976776,0.4912109076976776,0.2464192658662796,0.4912109375,0.24658581614494324,0.4911362826824188,2.2716968059539795,0,,,,,,,,,,,,,,,,
1.0957337984312352e-06,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,0.7737444639205933,0.2745242118835449,0.23568034172058105,0.2340494841337204,0.2340494841337204,0.2387855350971222,0.4768880307674408,0.4768880307674408,0.2340494841337204,0.4768880307674408,0.23487800359725952,0.47828584909439087,2.281644344329834,0,,,,,,,,,,,,,,,,
1.2167655450254705e-06,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,0.7723092436790466,0.2730432450771332,0.24695199728012085,0.2454427182674408,0.2454427182674408,0.25303885340690613,0.5035806894302368,0.5035806894302368,0.2454427033662796,0.5035807490348816,0.24696479737758636,0.5058072805404663,2.2454845905303955,0,,,,,,,,,,,,,,,,
1.3864338939897578e-06,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,199,0.7691790461540222,0.2697349786758423,0.25393879413604736,0.2548828125,0.2548828125,0.2550950348377228,0.5104166865348816,0.5104166865348816,0.2548828125,0.5104166865348816,0.2545977234840393,0.5100640058517456,2.1289188861846924,0,,,,,,,,,,,,,,,,
,226,,,,,,,,,,,,,,0,0.7647110819816589,0.26440760493278503,34.04745864868164,1.4329466819763184,1.4329466819763184,0.23853999376296997,0.23853999376296997,0.23837228119373322,0.48928141593933105,0.48928141593933105,0.24427811801433563,0.23853999376296997,0.48928141593933105,0.2385380119085312,0.48929598927497864,0.23853999376296997
1.604571403147985e-06,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,249,0.7704774737358093,0.27106398344039917,0.25652462244033813,0.2555338740348816,0.2555338740348816,0.24895653128623962,0.49609375,0.49609375,0.2555338442325592,0.49609375,0.2558242678642273,0.4964309632778168,2.1723101139068604,0,,,,,,,,,,,,,,,,
1.8709627971146692e-06,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,0.7687355875968933,0.2692403197288513,0.26036006212234497,0.2600911557674408,0.2600911557674408,0.2531033158302307,0.505859375,0.505859375,0.2600911557674408,0.505859375,0.2602085471153259,0.5060614347457886,2.119586706161499,0,,,,,,,,,,,,,,,,
2.185345179745789e-06,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,349,0.7722125053405762,0.2728624939918518,0.24118727445602417,0.2405599057674408,0.2405599057674408,0.24637869000434875,0.4928385615348816,0.4928385615348816,0.2405598908662796,0.4928385317325592,0.24066370725631714,0.49296969175338745,2.138810634613037,0,,,,,,,,,,,,,,,,
2.5474082935855393e-06,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,399,0.7703288793563843,0.27084118127822876,0.2541007399559021,0.2535807192325592,0.2535807192325592,0.24784226715564728,0.4954426884651184,0.4954426884651184,0.2535807192325592,0.4954427182674408,0.2533890902996063,0.4950747489929199,2.0580365657806396,0,,,,,,,,,,,,,,,,
2.9567948260529572e-06,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,449,0.7686524391174316,0.26911231875419617,0.25619930028915405,0.2561849057674408,0.2561849057674408,0.25352126359939575,0.5065103769302368,0.5065103769302368,0.2561849057674408,0.5065104365348816,0.2560349404811859,0.5060247182846069,2.029029607772827,0,,,,,,,,,,,,,,,,
